character,decomposition,etymology,radical,matches
烁,⿰火乐,"{type: ideographic, hint: The happy 乐 light of a flame 火}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1]]"
烂,⿰火兰,"{type: pictophonetic, phonetic: 兰, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1]]"
烃,⿰火？,"{type: pictophonetic, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],null,null,null,null,null]"
烈,⿱列灬,"{type: pictophonetic, phonetic: 列, semantic: 灬, hint: fire}",灬,"[[0],[0],[0],[0],[0],[0],[1],[1],[1],[1]]"
烊,⿰火羊,"{type: pictophonetic, phonetic: 羊, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
烏,⿹？灬,"{type: pictographic, hint: A crow; compare 鸟}",灬,"[null,null,null,null,null,null,[1],[1],[1],[1]]"
烕,⿵戊灭,"{type: ideographic, hint: To smother 戊 a flame 灭; 灭 also provides the pronunciation}",火,"[[0],[0],[1],[1],[1],[1],[1],[0],[0],[0]]"
烘,⿰火共,"{type: pictophonetic, phonetic: 共, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
烙,⿰火各,"{type: pictophonetic, phonetic: 各, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
烛,⿰火虫,"{type: pictophonetic, phonetic: 虫, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
烜,⿰火亘,"{type: ideographic, hint: To bake 火 in the sun 亘; 亘 also provides the pronunciation}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
烝,⿱丞灬,"{type: ideographic, hint: Boiling 灬 water 氶}",灬,"[[0],[0],[0],[0],[0],[0],[1],[1],[1],[1]]"
烟,⿰火因,"{type: pictophonetic, phonetic: 因, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
烤,⿰火考,"{type: pictophonetic, phonetic: 考, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
烦,⿰火页,"{type: pictophonetic, semantic: 火, hint: fire, phonetic: 页}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
烧,⿰火尧,"{type: pictophonetic, phonetic: 尧, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
烨,⿰火华,"{type: ideographic, hint: A glorious 华 blaze 火; 华 also provides the pronunciation}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
烩,⿰火会,"{type: pictophonetic, phonetic: 会, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
烫,⿱汤火,"{type: pictophonetic, phonetic: 汤, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[0],[0],[1],[1],[1],[1]]"
烬,⿰火尽,"{type: ideographic, hint: A used up 尽 fire 火; 尽 also provides the pronunciation}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
热,⿱执灬,"{type: pictophonetic, phonetic: 执, semantic: 灬, hint: fire}",灬,"[[0],[0],[0],[0],[0],[0],[1],[1],[1],[1]]"
烯,⿰火希,"{type: pictophonetic, phonetic: 希, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
烴,⿰火巠,"{type: pictophonetic, phonetic: 巠, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
烷,⿰火完,"{type: pictophonetic, phonetic: 完, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
烹,⿱亨灬,"{type: pictophonetic, phonetic: 亨, semantic: 灬, hint: fire}",灬,"[[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1]]"
烽,⿰火夆,"{type: pictophonetic, phonetic: 夆, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
焉,⿳正？灬,"{type: ideographic, hint: A bird 鳥 with a strange head}",灬,"[[0],[0],[0],[0],[0],null,null,[2],[2],[2],[2]]"
焊,⿰火旱,"{type: pictophonetic, phonetic: 旱, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
焌,⿰火夋,"{type: pictophonetic, phonetic: 夋, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
焐,⿰火吾,"{type: pictophonetic, phonetic: 吾, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
焓,⿰火含,"{type: pictophonetic, phonetic: 含, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
焕,⿰火奂,"{type: pictophonetic, phonetic: 奂, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
焖,⿰火闷,"{type: pictophonetic, phonetic: 闷, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
焗,⿰火局,"{type: pictophonetic, phonetic: 局, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
焘,⿱寿灬,"{type: pictophonetic, phonetic: 寿, semantic: 灬, hint: fire}",灬,"[[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1]]"
焙,⿰火咅,"{type: pictophonetic, phonetic: 咅, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
焚,⿱林火,"{type: ideographic, hint: Setting fire 火 to a forest 林}",火,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1]]"
無,⿱？灬,null,灬,"[null,null,null,null,null,null,null,null,[1],[1],[1],[1]]"
焢,⿰火空,"{type: pictophonetic, phonetic: 空, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
焦,⿱隹灬,"{type: ideographic, hint: A bird 隹 getting its tail singed 灬}",灬,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1]]"
焯,⿰火卓,"{type: pictophonetic, phonetic: 卓, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
焰,⿰火臽,"{type: pictophonetic, phonetic: 臽, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
焱,⿱火⿰火火,"{type: ideographic, hint: Many fires 火 burning}",火,"[[0],[0],[0],[0],[1,0],[1,0],[1,0],[1,0],[1,1],[1,1],[1,1],[1,1]]"
然,⿱肰灬,"{type: pictophonetic, phonetic: 肰, semantic: 灬, hint: fire}",灬,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1]]"
煅,⿰火段,"{type: pictophonetic, phonetic: 段, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
煆,⿰火叚,"{type: pictophonetic, phonetic: 叚, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
煉,⿰火柬,"{type: pictophonetic, phonetic: 柬, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
煊,⿰火宣,"{type: pictophonetic, phonetic: 宣, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
煌,⿰火皇,"{type: pictophonetic, phonetic: 皇, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
煎,⿱前灬,"{type: pictophonetic, phonetic: 前, semantic: 灬, hint: fire}",灬,"[[0],[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1]]"
煙,⿰火垔,"{type: pictophonetic, phonetic: 垔, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
煜,⿰火昱,"{type: ideographic, hint: A dazzling 昱 flame 火; 昱 also provides the pronunciation}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
煞,⿱⿰刍攵灬,null,灬,"[[0,0],[0,0],[0,0],[0,0],[0,0],[0,1],[0,1],[0,1],[0,1],[1],[1],[1],[1]]"
煢,⿳炏冖卂,null,炏,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[2],[2],[2]]"
煤,⿰火某,"{type: pictophonetic, phonetic: 某, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
煥,⿰火奐,"{type: pictophonetic, phonetic: 奐, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
煦,⿱昫灬,"{type: ideographic, hint: A warm 昫 fire 灬; 昫 also provides the pronunciation}",灬,"[[0],[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1]]"
照,⿱昭灬,"{type: pictophonetic, phonetic: 昭, semantic: 灬, hint: fire}",灬,"[[0],[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1]]"
煨,⿰火畏,"{type: pictophonetic, phonetic: 畏, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
煩,⿰火頁,"{type: pictophonetic, semantic: 火, hint: fire, phonetic: 頁}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
煬,⿰火昜,"{type: pictophonetic, phonetic: 昜, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
煮,⿱者灬,"{type: pictophonetic, phonetic: 者, semantic: 灬, hint: fire}",灬,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1]]"
煲,⿱保火,"{type: pictophonetic, phonetic: 保, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1]]"
煳,⿰火胡,"{type: ideographic, hint: A reckless 胡 flame 火; 胡 also provides the pronunciation}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
煸,⿰火扁,"{type: pictophonetic, phonetic: 扁, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
煺,⿰火退,"{type: ideographic, hint: To prepare 退 to cook 火; 退 also provides the pronunciation}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
煽,⿰火扇,"{type: ideographic, hint: To fan 扇 the flames 火; 扇 also provides the pronunciation}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
熄,⿰火息,"{type: ideographic, hint: To end 息 a flame 火; 息 also provides the pronunciation}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
熊,⿱能灬,"{type: ideographic, hint: A bear's 能 footprints 灬}",灬,"[[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1]]"
熏,⿱？灬,"{type: pictophonetic, semantic: 灬, hint: fire}",灬,"[null,null,null,null,null,null,null,null,null,null,[1],[1],[1],[1]]"
熒,⿱⿱炏冖火,"{type: pictophonetic, semantic: 火, hint: fire}",火,"[[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,1],[0,1],[1],[1],[1],[1]]"
熔,⿰火容,"{type: ideographic, hint: To form 容 hot metal 火; 容 also provides the pronunciation}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
熘,⿰火留,"{type: pictophonetic, phonetic: 留, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
熙,⿱巸灬,"{type: pictophonetic, phonetic: 巸, semantic: 灬, hint: fire}",灬,"[[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1]]"
熜,⿰火悤,"{type: pictophonetic, phonetic: 悤, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
熟,⿱孰灬,"{type: pictophonetic, phonetic: 孰, semantic: 灬, hint: fire}",灬,"[[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1]]"
熠,⿰火習,"{type: pictophonetic, phonetic: 習, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
熨,⿱尉火,"{type: pictophonetic, phonetic: 尉, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1]]"
熬,⿱敖灬,"{type: pictophonetic, phonetic: 敖, semantic: 灬, hint: fire}",灬,"[[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1]]"
熰,⿰火區,"{type: pictophonetic, phonetic: 區, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
熱,⿱埶灬,"{type: pictophonetic, phonetic: 埶, semantic: 灬, hint: fire}",灬,"[[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1]]"
熳,⿰火曼,"{type: pictophonetic, phonetic: 曼, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
熵,⿰火商,"{type: pictophonetic, phonetic: 商, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
熹,⿱喜灬,"{type: pictophonetic, phonetic: 喜, semantic: 灬, hint: fire}",灬,"[[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1]]"
熾,⿰火戠,"{type: pictophonetic, phonetic: 戠, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
燃,⿰火然,"{type: pictophonetic, phonetic: 然, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
燅,⿰坴炎,"{type: pictophonetic, phonetic: 坴, semantic: 炎, hint: hot}",火,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
燈,⿰火登,"{type: pictophonetic, phonetic: 登, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
燉,⿰火敦,"{type: pictophonetic, phonetic: 敦, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
燎,⿰火尞,"{type: pictophonetic, phonetic: 尞, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
燒,⿰火堯,"{type: pictophonetic, phonetic: 堯, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
燔,⿰火番,"{type: ideographic, hint: To roast 火 meat on a spit 番; 番 also provides the pronunciation}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
燕,⿱⿱廿⿻口北灬,"{type: ideographic, hint: A swallow, with its head 廿, wings 北, and tail 灬}",灬,"[[0,0],[0,0],[0,0],[0,0],[0,1,0],[0,1,0],[0,1,0],[0,1,1],[0,1,1],[0,1,1],[0,1,1],[0,1,1],[1],[1],[1],[1]]"
燙,⿱湯火,"{type: pictophonetic, phonetic: 湯, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1]]"
燜,⿰火悶,"{type: pictophonetic, phonetic: 悶, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
營,⿳炏冖吕,null,炏,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[2],[2],[2],[2],[2],[2]]"
燠,⿰火奥,"{type: pictophonetic, phonetic: 奥, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
燥,⿰火喿,"{type: pictophonetic, phonetic: 喿, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
燦,⿰火粲,"{type: pictophonetic, phonetic: 粲, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
燧,⿰火遂,"{type: pictophonetic, phonetic: 遂, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
燬,⿰火毁,"{type: ideographic, hint: Damage 毁 from fire 火; 毁 also provides the pronunciation}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
燭,⿰火蜀,"{type: pictophonetic, phonetic: 蜀, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
燮,⿱⿲火言火又,null,火,"[[0,0],[0,0],[0,0],[0,0],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,2],[0,2],[0,2],[0,2],[1],[1]]"
燴,⿰火會,"{type: pictophonetic, phonetic: 會, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
燹,⿱豩火,"{type: pictophonetic, phonetic: 豩, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1]]"
燻,⿰火熏,"{type: ideographic, hint: Smoke 熏 from a fire 火; 熏 also provides the pronunciation}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
燼,⿰火盡,"{type: ideographic, hint: A used up 盡 fire 火; 盡 also provides the pronunciation}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
燾,⿱壽灬,"{type: pictophonetic, phonetic: 壽, semantic: 灬, hint: fire}",灬,"[[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1]]"
爆,⿰火暴,"{type: ideographic, hint: A violent 暴 flame 火; 暴 also provides the pronunciation}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
爇,⿱艹熱,"{type: pictophonetic, phonetic: 艹, semantic: 熱, hint: heat}",灬,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
爌,⿰火廣,"{type: pictophonetic, phonetic: 廣, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
爍,⿰火樂,"{type: ideographic, hint: The happy 樂 light of a flame 火}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
爐,⿰火盧,"{type: ideographic, hint: A fire 火 in one's home 盧}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
爛,⿰火闌,"{type: pictophonetic, phonetic: 闌, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
爝,⿰火爵,"{type: pictophonetic, phonetic: 爵, semantic: 火, hint: fire}",火,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
爨,⿱⿳？林大火,"{type: pictophonetic, semantic: 火, hint: fire}",火,"[null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,2],[0,2],[0,2],[1],[1],[1],[1]]"
爪,⿵？丨,"{type: pictographic, hint: A bird's talons}",爪,"[null,null,[1],null]"
爫,？,"{type: pictographic, hint: A bird's talons; compare 爪}",爫,"[null,null,null,null]"
爬,⿺爪巴,"{type: pictophonetic, phonetic: 巴, semantic: 爪, hint: claw}",爪,"[[0],[0],[0],[0],[1],[1],[1],[1]]"
爭,⿱爫⿻彐亅,"{type: ideographic, hint: Two hands 爪 and 彐 fighting over 亅}",爫,"[[0],[0],[0],[0],[1,0],[1,0],[1,0],[1,1]]"
爯,⿱爫冉,"{type: ideographic, hint: A hand 爫 balancing items on a scale 冉}",爫,"[[0],[0],[0],[0],[1],[1],[1],[1],[1]]"
爰,⿱爫⿱一友,null,爫,"[[0],[0],[0],[0],[1,0],[1,1],[1,1],[1,1],[1,1]]"
爱,⿱⿱爫冖友,"{type: ideographic, hint: To bring a friend 友 into one's house 冖}",爫,"[[0,0],[0,0],[0,0],[0,0],[0,1],[0,1],[1],[1],[1],[1]]"
爵,⿱爫⿱罒⿰良寸,"{type: ideographic, hint: A hand 寸 holding a goblet 良 of wine 罒}",爫,"[[0],[0],[0],[0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,1,0],[1,1,0],[1,1,0],[1,1,0],[1,1,0],[1,1,1],[1,1,1],[1,1,1]]"
父,⿱八乂,"{type: ideographic, hint: A hand 乂 holding an axe 八}",父,"[[0],[0],[1],[1]]"
爷,⿱父卩,"{type: pictophonetic, phonetic: 耶, semantic: 父, hint: father}",父,"[[0],[0],[0],[0],[1],[1]]"
爸,⿱父巴,"{type: pictophonetic, phonetic: 巴, semantic: 父, hint: father}",父,"[[0],[0],[0],[0],[1],[1],[1],[1]]"
爹,⿱父多,"{type: pictophonetic, phonetic: 多, semantic: 父, hint: father}",父,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
爺,⿱父耶,"{type: pictophonetic, phonetic: 耶, semantic: 父, hint: father}",父,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
爻,⿱乂乂,"{type: ideographic, hint: Two marks 乂 on an oracle bone}",爻,"[[0],[0],[1],[1]]"
爽,⿻大⿰爻爻,"{type: ideographic, hint: A person 大 breathing lots of fresh air 爻}",爻,"[[0],[1,0],[1,0],[1,0],[1,0],[1,1],[1,1],[1,1],[1,1],[0],[0]]"
爾,⿻？⿰爻爻,null,爻,"[null,null,null,null,null,null,[1,0],[1,0],[1,0],[1,0],[1,1],[1,1],[1,1],[1,1]]"
爿,⿹丩厂,"{type: pictographic, hint: Half of a tree trunk; compare 片}",爿,"[[0],[0],[1],[1]]"
牆,⿰爿嗇,"{type: pictophonetic, semantic: 爿, hint: earth, phonetic: 嗇}",爿,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
片,⿸？？,"{type: pictographic, hint: Half of a tree trunk; compare 爿}",片,"[null,null,null,null]"
版,⿰片反,"{type: pictophonetic, phonetic: 反, semantic: 片, hint: page}",片,"[[0],[0],[0],[0],[1],[1],[1],[1]]"
牌,⿰片卑,"{type: pictophonetic, phonetic: 卑, semantic: 片, hint: page}",片,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
牍,⿰片卖,"{type: pictophonetic, phonetic: 卖, semantic: 片, hint: page}",片,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
牒,⿰片枼,"{type: ideographic, hint: Flat 片 pages 片 of wood}",片,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
牖,⿰片⿸户甫,"{type: pictophonetic, hint: door, semantic: 户}",片,"[[0],[0],[0],[0],[1,0],[1,0],[1,0],[1,0],[1,1],[1,1],[1,1],[1,1],[1,1],[1,1],[1,1]]"
牘,⿰片賣,"{type: pictophonetic, phonetic: 賣, semantic: 片, hint: page}",片,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
牙,？,null,牙,"[null,null,null,null]"
牚,⿱尚牙,"{type: pictophonetic, phonetic: 尚}",牙,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1]]"
牛,？,"{type: pictographic, hint: An ox's horned head}",牛,"[null,null,null,null]"
牝,⿰牛匕,"{type: pictophonetic, phonetic: 匕, semantic: 牛, hint: cow}",牛,"[[0],[0],[0],[0],[1],[1]]"
牟,⿱厶牛,"{type: pictophonetic, semantic: 牛, hint: ox}",牛,"[[0],[0],[1],[1],[1],[1]]"
牠,⿰牛也,null,牛,"[[0],[0],[0],[0],[1],[1],[1]]"
牡,⿰牛土,"{type: pictophonetic, phonetic: 土, semantic: 牛, hint: ox}",牛,"[[0],[0],[0],[0],[1],[1],[1]]"
牢,⿱宀牛,"{type: ideographic, hint: A stable 宀 where cattle are kept 牛}",牛,"[[0],[0],[0],[1],[1],[1],[1]]"
牦,⿰牛毛,"{type: ideographic, hint: The fur 毛 of an ox 牛; 毛 also provides the pronunciation}",牛,"[[0],[0],[0],[0],[1],[1],[1],[1]]"
牧,⿰牛攵,"{type: ideographic, hint: A hand 攵 leading an ox 牛}",牛,"[[0],[0],[0],[0],[1],[1],[1],[1]]"
物,⿰牛勿,"{type: pictophonetic, phonetic: 勿, semantic: 牛, hint: ox}",牛,"[[0],[0],[0],[0],[1],[1],[1],[1]]"
牮,⿱代牛,null,牛,"[[0],[0],[0],[0],[0],[1],[1],[1],[1]]"
牯,⿰牛古,"{type: pictophonetic, phonetic: 古, semantic: 牛, hint: ox}",牛,"[[0],[0],[0],[0],[1],[1],[1],[1],[1]]"
牲,⿰牛生,"{type: pictophonetic, phonetic: 生, semantic: 牛, hint: ox}",牛,"[[0],[0],[0],[0],[1],[1],[1],[1],[1]]"
牴,⿰牛氐,"{type: pictophonetic, phonetic: 氐, semantic: 牛, hint: ox}",牛,"[[0],[0],[0],[0],[1],[1],[1],[1],[1]]"
牵,⿱大⿱冖牛,"{type: ideographic, hint: A person 大 pulling an ox 牛 by a rope 冖}",大,"[[0],[0],[0],[1,0],[1,0],[1,1],[1,1],[1,1],[1,1]]"
牸,⿰牛字,"{type: pictophonetic, phonetic: 字, semantic: 牛, hint: cow}",牛,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
特,⿰牛寺,"{type: pictophonetic, phonetic: 寺, semantic: 牛, hint: ox}",牛,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
牺,⿰牛西,"{type: pictophonetic, phonetic: 西, semantic: 牛, hint: ox}",牛,"[[0],[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
